+-----------------------------------------------+---------------------------------------------------------------------------------+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+-----------------+----------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| resource_name                                 | physical_resource_id                                                            | resource_type                                                                                                                                                     | resource_status | updated_time         | stack_name                                                                                                                                                               |
| NovaComputeDeployment                         | abfe3cfa-7114-44b6-b0a7-49ccbdaee7e4                                            | OS::TripleO::SoftwareDeployment                                                                                                                                   | CREATE_COMPLETE | 2017-08-29T10:42:21Z | overcloud-Compute-5g5ptqren25g-0-sza2sna7f5yz                                                                                                                            |
| UpdateDeployment                              | 4f22e280-e869-4c0f-a2bc-0d10e99fa423                                            | OS::Heat::SoftwareDeployment                                                                                                                                      | CREATE_COMPLETE | 2017-08-29T10:42:21Z | overcloud-Compute-5g5ptqren25g-0-sza2sna7f5yz                                                                                                                            |
| UpdateDeployment                              | 76abd79c-8abf-4252-9ed2-a9673a5db623                                            | OS::Heat::SoftwareDeployment                                                                                                                                      | CREATE_COMPLETE | 2017-08-29T10:42:21Z | overcloud-Controller-rn5dgvqqaucp-0-ip44ddi54e27                                                                                                                         |
| Controller                                    | b594e806-fec4-4d6e-af77-ccd221c3e08c                                            | OS::TripleO::Server                                                                                                                                               | CREATE_COMPLETE | 2017-08-29T10:42:22Z | overcloud-Controller-rn5dgvqqaucp-0-ip44ddi54e27                                                                                                                         |
| NovaCompute                                   | 2228b33f-5f5e-48eb-8771-1f2d1aaaf53a                                            | OS::TripleO::Server                                                                                                                                               | CREATE_COMPLETE | 2017-08-29T10:42:22Z | overcloud-Compute-5g5ptqren25g-0-sza2sna7f5yz                                                                                                                            |
| UserData                                      | 01964d5f-ea11-4837-8507-5cb3569c53e4                                            | OS::Heat::MultipartMime                                                                                                                                           | CREATE_COMPLETE | 2017-08-29T10:42:22Z | overcloud-Compute-5g5ptqren25g-0-sza2sna7f5yz                                                                                                                            |
| UserData                                      | 84ee0f93-d7f4-423f-b72f-b033be9f77eb                                            | OS::Heat::MultipartMime                                                                                                                                           | CREATE_COMPLETE | 2017-08-29T10:42:22Z | overcloud-Controller-rn5dgvqqaucp-0-ip44ddi54e27                                                                                                                         |
| EnabledServicesValue                          | overcloud-ObjectStorageIpListMap-2ce56uohzxhb-EnabledServicesValue-w2qrylllobiw | OS::Heat::Value                                                                                                                                                   | CREATE_COMPLETE | 2017-08-29T10:42:23Z | overcloud-ObjectStorageIpListMap-2ce56uohzxhb                                                                                                                            |
| config                                        | 171c8daa-b0ab-4282-bdd6-213df8c09b04                                            | OS::Heat::SoftwareConfig                                                                                                                                          | CREATE_COMPLETE | 2017-08-29T10:42:23Z | overcloud-Controller-rn5dgvqqaucp-0-ip44ddi54e27-UpdateConfig-uxvl5uel6pn7                                                                                               |
| config                                        | 2ffa35fc-b6a9-431e-9477-bc9dd6e50fe6                                            | OS::Heat::SoftwareConfig                                                                                                                                          | CREATE_COMPLETE | 2017-08-29T10:42:23Z | overcloud-Compute-5g5ptqren25g-0-sza2sna7f5yz-UpdateConfig-6qcwfzlqemf6                                                                                                  |
| userdata                                      | 086af587-b613-4762-a2e8-16bacb7548b7                                            | OS::Heat::MultipartMime                                                                                                                                           | CREATE_COMPLETE | 2017-08-29T10:42:23Z | overcloud-Compute-5g5ptqren25g-0-sza2sna7f5yz-NodeUserData-5ok3cd47nzfk                                                                                                  |
| userdata                                      | 7b7810c6-c1ab-4aae-a627-32df2c3b122d                                            | OS::Heat::MultipartMime                                                                                                                                           | CREATE_COMPLETE | 2017-08-29T10:42:23Z | overcloud-Controller-rn5dgvqqaucp-0-ip44ddi54e27-NodeAdminUserData-u3veallhitfi                                                                                          |
| userdata                                      | dd11add5-24a5-487d-810f-f1c60331def0                                            | OS::Heat::MultipartMime                                                                                                                                           | CREATE_COMPLETE | 2017-08-29T10:42:23Z | overcloud-Controller-rn5dgvqqaucp-0-ip44ddi54e27-NodeUserData-rd7o5slojzd3                                                                                               |
| EnabledServicesValue                          | overcloud-BlockStorageIpListMap-pzoksgcwvq3v-EnabledServicesValue-gb5yo5sezwy3  | OS::Heat::Value                                                                                                                                                   | CREATE_COMPLETE | 2017-08-29T10:42:24Z | overcloud-BlockStorageIpListMap-pzoksgcwvq3v                                                                                                                             |
| user_config                                   | 0aa472e2-eb26-45b5-96d9-80db6c2ae057                                            | OS::Heat::CloudConfig                                                                                                                                             | CREATE_COMPLETE | 2017-08-29T10:42:24Z | overcloud-Controller-rn5dgvqqaucp-0-ip44ddi54e27-NodeAdminUserData-u3veallhitfi                                                                                          |
| user_config                                   | 623eabee-5aad-486d-83e8-3db982a8778f                                            | OS::Heat::CloudConfig                                                                                                                                             | CREATE_COMPLETE | 2017-08-29T10:42:24Z | overcloud-Compute-5g5ptqren25g-0-sza2sna7f5yz-NodeAdminUserData-t35eclvmjnrx                                                                                             |
| userdata                                      | a2937622-f7d9-4412-8eca-09bbadc18442                                            | OS::Heat::MultipartMime                                                                                                                                           | CREATE_COMPLETE | 2017-08-29T10:42:24Z | overcloud-Compute-5g5ptqren25g-0-sza2sna7f5yz-NodeAdminUserData-t35eclvmjnrx                                                                                             |
| TenantPort                                    | b4dbefbc-9cec-4daf-843d-bcb57bec2691                                            | OS::Neutron::Port                                                                                                                                                 | CREATE_COMPLETE | 2017-08-29T10:46:09Z | overcloud-Controller-rn5dgvqqaucp-0-ip44ddi54e27-TenantPort-fs2pgoib7lhc                                                                                                 |
| StoragePort                                   | 7a03ad0b-3a94-4391-a9b0-412e2f6f74c9                                            | OS::Neutron::Port                                                                                                                                                 | CREATE_COMPLETE | 2017-08-29T10:46:11Z | overcloud-Controller-rn5dgvqqaucp-0-ip44ddi54e27-StoragePort-hkhqnycz7l4s                                                                                                |
| InternalApiPort                               | 6c4d54da-4d30-4eb3-914a-7713f78fbb04                                            | OS::Neutron::Port                                                                                                                                                 | CREATE_COMPLETE | 2017-08-29T10:46:12Z | overcloud-Controller-rn5dgvqqaucp-0-ip44ddi54e27-InternalApiPort-e2deimcw7hqk                                                                                            |
| StorageMgmtPort                               | dcd1358e-bcdc-4b3c-9b46-4a3765a2e312                                            | OS::Neutron::Port                                                                                                                                                 | CREATE_COMPLETE | 2017-08-29T10:46:13Z | overcloud-Controller-rn5dgvqqaucp-0-ip44ddi54e27-StorageMgmtPort-goxynmjew6ar                                                                                            |
